Time,Pressure,Temperature,Position,Flow,Speed,CycleCount,Health,Fault,Vibration
7874,4.62,3367.19,60,11.16,109.25,3940,0,Air Leakage,0.84
7875,4.76,3367.38,50,11.4,99.14,3940,0,Air Leakage,0.87
7876,4.75,3367.57,40,11.17,103.79,3940,0,Air Leakage,1.14
7877,5.06,3367.61,30,9.52,91.65,3940,0,Valve Sticking,2.72
7878,4.81,3367.69,20,9.61,97.95,3940,0,Valve Sticking,3.65
7879,5.34,3368.58,10,9.68,117.26,3940,0,Seal Wear,2.13
7880,5.32,3368.76,0,9.68,94.77,3940,0,Valve Sticking,2.83
7881,5.38,3368.88,10,10.09,92.5,3941,0,Valve Sticking,3.16
7882,4.3,3368.94,20,12.27,97.11,3942,0,Air Leakage,1.11
7883,5.78,3369.66,30,10.39,116.05,3943,0,Seal Wear,1.8
7884,5.43,3369.82,40,10.02,85.74,3944,0,Valve Sticking,2.73
7885,5.16,3369.94,50,10.2,98.94,3945,0,Valve Sticking,3.62
7886,5.31,3370.67,60,10.0,111.07,3946,0,Seal Wear,2.35
7887,5.38,3370.86,70,9.77,90.03,3947,0,Valve Sticking,3.97
7888,5.3,3372.11,80,10.14,109.01,3948,0,Seal Wear,1.51
7889,4.77,3372.26,90,9.66,98.64,3949,0,Valve Sticking,3.7
7890,5.35,3372.29,100,9.73,94.5,3950,0,Valve Sticking,2.88
7891,5.23,3372.43,90,10.44,86.57,3950,0,Valve Sticking,2.76
7892,4.8,3372.47,80,11.45,108.81,3950,0,Air Leakage,1.0
7893,5.23,3372.6,70,9.71,94.0,3950,0,Valve Sticking,3.15
7894,5.21,3372.79,60,10.95,103.68,3950,0,Air Leakage,0.95
7895,4.4,3372.82,50,11.64,104.76,3950,0,Air Leakage,1.1
7896,4.86,3372.84,40,11.01,112.92,3950,0,Air Leakage,1.16
7897,5.43,3372.9,30,9.63,89.34,3950,0,Valve Sticking,3.22
7898,4.99,3373.08,20,11.8,108.02,3950,0,Air Leakage,0.91
7899,5.51,3374.1,10,9.5,107.65,3950,0,Seal Wear,1.62
7900,5.23,3374.78,0,9.73,113.56,3950,0,Seal Wear,1.71
7901,4.71,3374.92,10,11.87,98.74,3951,0,Air Leakage,1.09
7902,4.98,3375.01,20,11.66,114.77,3952,0,Air Leakage,0.88
7903,5.6,3376.28,30,9.89,111.99,3953,0,Seal Wear,1.65
7904,4.92,3376.47,40,11.15,95.66,3954,0,Air Leakage,0.8
7905,5.2,3376.47,50,10.48,94.14,3955,0,Valve Sticking,3.16
7906,5.17,3376.6,60,11.41,105.11,3956,0,Air Leakage,1.13
7907,5.75,3377.62,70,10.48,116.49,3957,0,Seal Wear,1.72
7908,5.15,3377.82,80,11.65,105.51,3958,0,Air Leakage,1.13
7909,5.47,3378.78,90,9.96,110.65,3959,0,Seal Wear,1.84
7910,5.42,3378.8,100,10.19,101.71,3960,0,Valve Sticking,2.79
7911,5.48,3379.75,90,9.52,118.43,3960,0,Seal Wear,2.1
7912,4.5,3379.91,80,12.02,107.13,3960,0,Air Leakage,1.18
7913,5.0,3380.05,70,10.42,96.97,3960,0,Valve Sticking,3.53
7914,5.37,3380.06,60,10.34,82.44,3960,0,Valve Sticking,3.07
7915,4.55,3380.21,50,11.91,105.71,3960,0,Air Leakage,1.2
7916,4.75,3380.41,40,11.4,108.03,3960,0,Air Leakage,0.96
7917,5.04,3380.58,30,10.19,93.46,3960,0,Valve Sticking,2.89
7918,5.16,3380.69,20,10.03,97.49,3960,0,Valve Sticking,2.8
7919,4.99,3380.83,10,10.39,91.1,3960,0,Valve Sticking,3.01
7920,4.84,3380.88,0,11.23,104.45,3960,0,Air Leakage,1.0
7921,5.53,3381.78,10,10.26,117.27,3961,0,Seal Wear,1.52
7922,4.96,3381.84,20,10.32,81.74,3962,0,Valve Sticking,3.73
7923,5.32,3383.48,30,10.47,115.21,3963,0,Seal Wear,1.71
7924,4.6,3383.67,40,11.69,108.14,3964,0,Air Leakage,1.03
7925,5.73,3384.39,50,10.5,111.44,3965,0,Seal Wear,1.6
7926,5.42,3385.22,60,9.89,115.23,3966,0,Seal Wear,2.21
7927,5.43,3386.54,70,9.78,112.72,3967,0,Seal Wear,1.78
7928,5.64,3387.9,80,10.46,106.11,3968,0,Seal Wear,2.44
7929,5.63,3389.41,90,10.27,108.77,3969,0,Seal Wear,1.53
7930,4.85,3389.57,100,11.64,107.8,3970,0,Air Leakage,1.2
7931,4.3,3389.59,90,11.02,101.15,3970,0,Air Leakage,1.07
7932,4.87,3389.75,80,10.92,105.07,3970,0,Air Leakage,1.1
7933,5.03,3389.93,70,10.67,108.88,3970,0,Air Leakage,0.97
7934,4.82,3390.08,60,12.08,97.96,3970,0,Air Leakage,1.11
7935,5.51,3390.11,50,9.99,88.96,3970,0,Valve Sticking,3.78
7936,5.31,3391.73,40,9.78,118.0,3970,0,Seal Wear,1.79
7937,5.58,3392.41,30,10.13,107.03,3970,0,Seal Wear,1.62
7938,5.3,3393.69,20,10.45,110.95,3970,0,Seal Wear,2.02
7939,5.22,3395.26,10,10.2,117.95,3970,0,Seal Wear,1.88
7940,5.48,3396.93,0,10.34,116.75,3970,0,Seal Wear,1.95
7941,5.28,3396.95,10,9.91,90.49,3971,0,Valve Sticking,2.66
7942,5.6,3398.34,20,9.82,110.88,3972,0,Seal Wear,2.38
7943,4.6,3398.36,30,11.34,101.38,3973,0,Air Leakage,1.18
7944,4.75,3398.46,40,11.76,106.51,3974,0,Air Leakage,0.83
7945,5.47,3399.85,50,9.78,113.03,3975,0,Seal Wear,1.79
7946,4.74,3399.87,60,11.67,103.87,3976,0,Air Leakage,0.85
7947,4.96,3400.03,70,11.28,107.5,3977,0,Air Leakage,0.82
7948,5.5,3401.45,80,10.29,107.43,3978,0,Seal Wear,1.99
7949,5.31,3401.57,90,9.79,88.74,3979,0,Valve Sticking,2.63
7950,5.41,3401.73,100,10.15,89.42,3980,0,Valve Sticking,3.39
7951,5.54,3402.85,90,9.99,115.56,3980,0,Seal Wear,2.03
7952,5.22,3404.11,80,9.75,108.12,3980,0,Seal Wear,2.09
7953,5.79,3405.22,70,10.49,117.17,3980,0,Seal Wear,2.43
7954,5.54,3405.24,60,9.83,85.98,3980,0,Valve Sticking,3.88
7955,4.79,3405.43,50,11.79,106.95,3980,0,Air Leakage,1.18
7956,4.62,3405.49,40,11.26,106.36,3980,0,Air Leakage,0.88
7957,5.19,3405.6,30,12.36,102.13,3980,0,Air Leakage,0.93
7958,5.54,3406.35,20,9.67,108.74,3980,0,Seal Wear,1.7
7959,4.85,3406.4,10,10.19,99.32,3980,0,Valve Sticking,3.41
7960,5.03,3406.46,0,10.24,95.65,3980,0,Valve Sticking,3.85
7961,5.41,3407.2,10,9.64,114.64,3981,0,Seal Wear,2.16
7962,5.49,3408.34,20,10.04,114.31,3982,0,Seal Wear,2.41
7963,5.04,3408.36,30,11.75,105.33,3983,0,Air Leakage,0.91
7964,5.61,3409.97,40,10.24,110.32,3984,0,Seal Wear,2.5
7965,5.05,3410.13,50,11.53,98.2,3985,0,Air Leakage,0.94
7966,5.28,3410.2,60,10.38,88.99,3986,0,Valve Sticking,3.87
7967,5.24,3410.23,70,11.75,105.28,3987,0,Air Leakage,1.01
7968,5.72,3411.67,80,9.81,107.11,3988,0,Seal Wear,2.23
7969,4.61,3411.76,90,11.88,97.89,3989,0,Air Leakage,0.9
7970,4.95,3411.94,100,10.34,90.62,3990,0,Valve Sticking,3.28
7971,5.42,3412.83,90,10.13,106.26,3990,0,Seal Wear,1.81
7972,5.56,3413.41,80,9.76,112.42,3990,0,Seal Wear,1.66
7973,5.74,3414.07,70,10.41,111.77,3990,0,Seal Wear,1.79
7974,5.24,3415.58,60,9.93,115.93,3990,0,Seal Wear,1.59
7975,4.58,3415.59,50,12.06,104.55,3990,0,Air Leakage,1.0
7976,4.83,3415.75,40,10.58,108.18,3990,0,Air Leakage,0.84
7977,5.01,3415.9,30,11.93,103.39,3990,0,Air Leakage,1.17
7978,5.09,3416.04,20,10.48,89.67,3990,0,Valve Sticking,3.53
7979,5.58,3417.64,10,10.29,108.39,3990,0,Seal Wear,2.23
7980,4.97,3417.81,0,9.91,94.09,3990,0,Valve Sticking,3.61
7981,5.04,3417.91,10,10.04,82.76,3991,0,Valve Sticking,3.06
7982,4.8,3417.92,20,12.23,102.16,3992,0,Air Leakage,1.19
7983,5.07,3418.02,30,10.13,90.83,3993,0,Valve Sticking,2.91
7984,5.28,3419.58,40,9.89,116.61,3994,0,Seal Wear,2.11
7985,5.34,3421.17,50,10.31,106.47,3995,0,Seal Wear,2.49
7986,5.7,3422.81,60,9.57,109.92,3996,0,Seal Wear,2.4
7987,5.69,3424.01,70,10.35,111.71,3997,0,Seal Wear,1.91
7988,4.48,3424.09,80,10.83,101.22,3998,0,Air Leakage,1.13
7989,4.45,3424.13,90,11.47,99.79,3999,0,Air Leakage,1.05
7990,5.31,3424.29,100,10.35,90.93,4000,0,Valve Sticking,3.69
7991,4.89,3424.45,90,11.84,106.93,4000,0,Air Leakage,0.84
7992,5.26,3424.53,80,10.35,94.22,4000,0,Valve Sticking,2.56
7993,4.85,3424.67,70,10.12,98.95,4000,0,Valve Sticking,2.66
7994,5.27,3425.64,60,10.24,112.43,4000,0,Seal Wear,2.19
7995,5.52,3426.56,50,10.32,115.12,4000,0,Seal Wear,2.36
7996,5.79,3427.55,40,10.01,109.06,4000,0,Seal Wear,1.99
7997,5.24,3427.69,30,10.47,93.92,4000,0,Valve Sticking,3.95
7998,5.38,3427.88,20,9.6,91.97,4000,0,Valve Sticking,2.88
7999,4.9,3427.98,10,11.9,97.03,4000,0,Air Leakage,0.87
8000,5.3,3428.7,0,9.71,112.91,4000,0,Seal Wear,1.89
8001,5.5,3428.87,10,10.14,91.19,4001,0,Valve Sticking,3.61
8002,5.38,3429.87,20,10.35,119.82,4002,0,Seal Wear,1.79
8003,4.91,3429.95,30,11.56,99.42,4003,0,Air Leakage,0.85
8004,4.87,3430.15,40,12.19,106.82,4004,0,Air Leakage,0.84
8005,5.0,3430.27,50,9.6,90.29,4005,0,Valve Sticking,3.35
8006,4.5,3430.28,60,11.19,105.2,4006,0,Air Leakage,1.18
8007,4.94,3430.42,70,9.99,90.85,4007,0,Valve Sticking,3.53
8008,5.42,3430.43,80,10.39,95.89,4008,0,Valve Sticking,3.82
8009,5.49,3430.44,90,10.43,96.47,4009,0,Valve Sticking,3.85
8010,4.64,3430.63,100,11.64,98.23,4010,0,Air Leakage,1.04
8011,5.55,3431.39,90,10.39,110.24,4010,0,Seal Wear,2.36
8012,5.51,3432.32,80,9.91,109.05,4010,0,Seal Wear,1.99
8013,5.01,3432.47,70,9.55,88.67,4010,0,Valve Sticking,2.74
8014,4.94,3432.61,60,9.73,93.84,4010,0,Valve Sticking,2.75
8015,5.06,3432.69,50,9.61,95.75,4010,0,Valve Sticking,3.81
8016,4.78,3432.87,40,9.88,90.72,4010,0,Valve Sticking,2.73
8017,5.22,3433.59,30,9.72,111.51,4010,0,Seal Wear,1.78
8018,4.79,3433.76,20,11.93,109.76,4010,0,Air Leakage,0.93
8019,4.97,3433.85,10,11.69,99.38,4010,0,Air Leakage,1.14
8020,5.07,3434.04,0,10.44,95.18,4010,0,Valve Sticking,3.01
8021,4.63,3434.04,10,11.48,102.15,4011,0,Air Leakage,1.1
8022,5.36,3435.6,20,9.62,117.59,4012,0,Seal Wear,1.88
8023,5.02,3435.65,30,11.72,102.38,4013,0,Air Leakage,1.06
8024,4.89,3435.74,40,11.52,101.57,4014,0,Air Leakage,1.12
8025,4.31,3435.77,50,11.1,103.2,4015,0,Air Leakage,0.83
8026,5.25,3435.82,60,10.49,87.81,4016,0,Valve Sticking,3.91
8027,5.2,3435.97,70,9.56,86.06,4017,0,Valve Sticking,3.88
8028,5.11,3436.06,80,9.62,94.92,4018,0,Valve Sticking,2.77
8029,5.79,3437.44,90,9.6,115.14,4019,0,Seal Wear,1.97
8030,5.76,3438.42,100,10.21,108.8,4020,0,Seal Wear,2.46
8031,5.56,3439.37,90,9.69,114.02,4020,0,Seal Wear,2.34
8032,4.87,3439.56,80,10.66,100.83,4020,0,Air Leakage,0.98
8033,4.27,3439.59,70,12.0,113.23,4020,0,Air Leakage,1.11
8034,4.65,3439.79,60,11.62,101.27,4020,0,Air Leakage,0.87
8035,5.3,3440.96,50,10.27,115.97,4020,0,Seal Wear,2.04
8036,5.31,3442.05,40,9.6,111.75,4020,0,Seal Wear,2.5
8037,4.37,3442.24,30,11.44,99.14,4020,0,Air Leakage,1.08
8038,4.9,3442.38,20,9.7,88.75,4020,0,Valve Sticking,3.81
8039,5.21,3443.86,10,10.49,111.12,4020,0,Seal Wear,1.9
8040,5.12,3443.89,0,11.17,108.44,4020,0,Air Leakage,1.06
8041,5.58,3443.96,10,10.46,100.65,4021,0,Valve Sticking,3.81
8042,4.67,3444.12,20,11.15,102.28,4022,0,Air Leakage,0.96
8043,4.83,3444.15,30,10.98,106.76,4023,0,Air Leakage,1.15
8044,5.11,3444.33,40,11.96,110.39,4024,0,Air Leakage,1.13
8045,4.97,3444.37,50,10.1,88.95,4025,0,Valve Sticking,3.5
8046,4.71,3444.49,60,10.83,97.19,4026,0,Air Leakage,1.11
8047,5.04,3444.67,70,10.12,92.97,4027,0,Valve Sticking,3.46
8048,4.88,3444.69,80,10.14,85.17,4028,0,Valve Sticking,3.23
8049,5.34,3444.88,90,10.09,89.59,4029,0,Valve Sticking,3.07
8050,5.49,3446.1,100,9.79,111.46,4030,0,Seal Wear,2.13
8051,4.57,3446.24,90,12.13,105.48,4030,0,Air Leakage,0.94
8052,4.8,3446.43,80,11.77,103.86,4030,0,Air Leakage,1.2
8053,4.67,3446.47,70,12.11,99.25,4030,0,Air Leakage,1.16
8054,5.36,3446.62,60,9.91,85.43,4030,0,Valve Sticking,3.26
8055,5.71,3447.97,50,10.32,116.52,4030,0,Seal Wear,1.91
8056,5.22,3448.07,40,10.23,97.1,4030,0,Valve Sticking,3.03
8057,5.09,3448.23,30,10.31,87.3,4030,0,Valve Sticking,3.13
8058,4.78,3448.42,20,11.38,105.94,4030,0,Air Leakage,1.03
8059,5.2,3448.61,10,10.2,90.02,4030,0,Valve Sticking,2.92
8060,5.0,3448.67,0,11.83,106.93,4030,0,Air Leakage,1.13
8061,5.23,3449.59,10,10.13,116.27,4031,0,Seal Wear,1.57
8062,4.64,3449.73,20,11.11,108.86,4032,0,Air Leakage,1.03
8063,5.26,3449.9,30,10.28,96.16,4033,0,Valve Sticking,2.79
8064,5.02,3449.95,40,9.74,99.17,4034,0,Valve Sticking,2.89
8065,5.52,3451.49,50,9.56,114.89,4035,0,Seal Wear,2.23
8066,4.47,3451.66,60,11.03,103.56,4036,0,Air Leakage,0.92
8067,5.23,3451.74,70,9.74,98.85,4037,0,Valve Sticking,3.68
8068,5.05,3451.75,80,10.44,91.74,4038,0,Valve Sticking,3.82
8069,5.79,3452.36,90,9.69,114.83,4039,0,Seal Wear,1.95
8070,5.07,3452.42,100,11.15,102.49,4040,0,Air Leakage,0.8
8071,4.71,3452.43,90,11.37,112.4,4040,0,Air Leakage,1.15
8072,5.43,3452.58,80,10.4,97.96,4040,0,Valve Sticking,3.25
8073,5.5,3453.48,70,9.76,111.6,4040,0,Seal Wear,1.65
8074,4.97,3453.48,60,10.44,92.72,4040,0,Valve Sticking,2.92
8075,4.63,3453.55,50,11.04,109.79,4040,0,Air Leakage,1.01
8076,5.44,3453.69,40,9.84,95.8,4040,0,Valve Sticking,2.86
8077,4.81,3453.88,30,10.85,112.27,4040,0,Air Leakage,0.86
8078,5.38,3453.89,20,10.35,83.62,4040,0,Valve Sticking,3.28
8079,5.31,3454.61,10,9.98,116.99,4040,0,Seal Wear,1.98
8080,4.71,3454.68,0,11.16,100.94,4040,0,Air Leakage,1.06
8081,5.29,3454.85,10,9.84,95.22,4041,0,Valve Sticking,3.31
8082,5.09,3455.05,20,9.51,82.66,4042,0,Valve Sticking,2.91
8083,4.83,3455.09,30,12.08,106.69,4043,0,Air Leakage,1.0
8084,5.18,3455.16,40,10.36,92.23,4044,0,Valve Sticking,3.08
8085,5.07,3455.29,50,11.81,114.01,4045,0,Air Leakage,0.94
8086,5.49,3456.01,60,10.36,116.97,4046,0,Seal Wear,1.73
8087,4.65,3456.09,70,11.92,108.34,4047,0,Air Leakage,1.07
8088,5.32,3457.51,80,10.03,110.22,4048,0,Seal Wear,2.3
8089,5.13,3457.68,90,10.26,101.95,4049,0,Valve Sticking,2.5
8090,5.53,3459.08,100,10.05,109.99,4050,0,Seal Wear,1.67
8091,4.72,3459.18,90,11.26,108.6,4050,0,Air Leakage,1.09
8092,5.25,3460.37,80,9.87,111.46,4050,0,Seal Wear,1.74
8093,4.85,3460.52,70,11.67,102.68,4050,0,Air Leakage,0.98
8094,5.3,3460.63,60,10.43,99.26,4050,0,Valve Sticking,3.07
8095,5.07,3460.63,50,9.84,87.88,4050,0,Valve Sticking,3.01
8096,4.99,3460.76,40,11.8,103.45,4050,0,Air Leakage,0.94
8097,5.55,3461.58,30,9.73,116.78,4050,0,Seal Wear,2.25
8098,4.33,3461.68,20,11.69,111.51,4050,0,Air Leakage,0.91
8099,5.59,3462.58,10,10.1,112.09,4050,0,Seal Wear,1.79
8100,4.81,3462.63,0,10.29,89.3,4050,0,Valve Sticking,3.54
8101,5.02,3462.75,10,10.18,88.95,4051,0,Valve Sticking,3.03
8102,4.97,3462.88,20,11.01,101.45,4052,0,Air Leakage,0.92
8103,5.47,3463.94,30,9.57,111.52,4053,0,Seal Wear,1.95
8104,5.67,3465.25,40,10.09,116.28,4054,0,Seal Wear,2.03
8105,4.75,3465.28,50,11.83,113.51,4055,0,Air Leakage,0.82
8106,5.46,3466.29,60,9.72,107.04,4056,0,Seal Wear,1.93
8107,5.31,3467.03,70,10.3,115.99,4057,0,Seal Wear,1.51
8108,4.68,3467.21,80,11.6,102.66,4058,0,Air Leakage,0.87
8109,4.55,3467.27,90,11.26,104.92,4059,0,Air Leakage,0.83
8110,4.52,3467.31,100,11.51,106.14,4060,0,Air Leakage,1.13
8111,5.19,3467.45,90,10.43,89.73,4060,0,Valve Sticking,3.76
8112,4.78,3467.46,80,11.95,109.06,4060,0,Air Leakage,1.18
8113,5.14,3467.51,70,10.43,88.46,4060,0,Valve Sticking,3.02
8114,5.32,3467.62,60,10.21,90.88,4060,0,Valve Sticking,3.78
8115,5.74,3469.12,50,9.57,115.2,4060,0,Seal Wear,1.93
8116,5.51,3470.11,40,9.77,106.9,4060,0,Seal Wear,2.29
8117,4.81,3470.28,30,10.98,106.02,4060,0,Air Leakage,1.08
8118,4.97,3470.31,20,11.27,104.65,4060,0,Air Leakage,0.95
8119,5.19,3470.48,10,10.78,109.41,4060,0,Air Leakage,0.8
8120,5.61,3471.25,0,10.02,115.28,4060,0,Seal Wear,1.66
8121,5.31,3471.44,10,10.45,94.53,4061,0,Valve Sticking,3.28
8122,5.25,3472.08,20,9.95,112.5,4062,0,Seal Wear,1.8
8123,5.65,3473.25,30,9.58,116.0,4063,0,Seal Wear,2.12
8124,5.05,3473.27,40,11.52,96.97,4064,0,Air Leakage,1.13
8125,4.53,3473.41,50,12.15,112.17,4065,0,Air Leakage,1.1
8126,5.68,3474.72,60,10.29,112.94,4066,0,Seal Wear,2.35
8127,5.27,3475.98,70,9.75,114.84,4067,0,Seal Wear,1.51
8128,4.78,3476.15,80,11.43,101.69,4068,0,Air Leakage,0.91
8129,5.55,3476.87,90,10.22,114.48,4069,0,Seal Wear,2.05
8130,5.5,3477.79,100,9.59,115.06,4070,0,Seal Wear,2.34
8131,5.7,3478.49,90,10.37,112.87,4070,0,Seal Wear,1.9
8132,5.72,3479.98,80,9.56,115.22,4070,0,Seal Wear,2.3
8133,5.21,3481.45,70,9.53,108.86,4070,0,Seal Wear,1.89
8134,5.35,3481.57,60,9.98,98.93,4070,0,Valve Sticking,2.95
8135,5.28,3481.67,50,10.09,99.35,4070,0,Valve Sticking,3.53
8136,5.0,3481.78,40,9.8,80.82,4070,0,Valve Sticking,3.08
8137,5.21,3483.32,30,9.78,115.7,4070,0,Seal Wear,2.0
8138,5.16,3483.49,20,10.09,91.38,4070,0,Valve Sticking,3.02
8139,5.73,3484.18,10,10.0,110.54,4070,0,Seal Wear,2.48
8140,4.52,3484.19,0,11.74,101.46,4070,0,Air Leakage,1.03
8141,4.91,3484.29,10,11.51,103.62,4071,0,Air Leakage,0.92
8142,4.82,3484.31,20,10.94,110.99,4072,0,Air Leakage,0.89
8143,5.59,3485.7,30,9.57,110.93,4073,0,Seal Wear,2.3
8144,5.68,3486.47,40,10.19,111.34,4074,0,Seal Wear,2.29
8145,5.26,3487.43,50,10.22,106.07,4075,0,Seal Wear,2.15
8146,4.54,3487.47,60,11.39,105.58,4076,0,Air Leakage,1.12
8147,4.96,3487.52,70,10.29,87.75,4077,0,Valve Sticking,2.74
8148,5.34,3487.55,80,10.33,88.5,4078,0,Valve Sticking,3.29
8149,5.29,3488.58,90,9.93,108.1,4079,0,Seal Wear,2.37
8150,5.52,3490.26,100,9.74,114.58,4080,0,Seal Wear,2.42
8151,5.35,3490.46,90,9.91,97.98,4080,0,Valve Sticking,3.56
8152,5.29,3491.36,80,9.8,113.21,4080,0,Seal Wear,2.43
8153,4.93,3491.52,70,11.77,103.01,4080,0,Air Leakage,1.03
8154,4.74,3491.55,60,11.83,107.75,4080,0,Air Leakage,0.99
8155,4.56,3491.73,50,11.64,104.19,4080,0,Air Leakage,0.81
8156,5.12,3491.81,40,9.59,92.34,4080,0,Valve Sticking,2.62
8157,5.73,3492.87,30,9.51,113.72,4080,0,Seal Wear,2.39
8158,4.85,3492.92,20,11.67,110.6,4080,0,Air Leakage,1.15
8159,5.06,3493.05,10,10.04,95.31,4080,0,Valve Sticking,2.51
8160,4.97,3493.17,0,11.75,97.23,4080,0,Air Leakage,0.89
8161,4.66,3493.28,10,11.7,96.84,4081,0,Air Leakage,0.9
8162,5.23,3493.88,20,9.51,109.94,4082,0,Seal Wear,2.11
8163,4.99,3493.94,30,9.75,102.07,4083,0,Valve Sticking,3.85
8164,5.42,3494.7,40,9.79,114.25,4084,0,Seal Wear,1.93
8165,4.65,3494.71,50,11.94,109.66,4085,0,Air Leakage,0.94
8166,5.37,3495.85,60,10.24,112.0,4086,0,Seal Wear,2.19
8167,4.99,3495.9,70,10.02,88.13,4087,0,Valve Sticking,3.87
8168,5.79,3496.91,80,10.44,107.96,4088,0,Seal Wear,1.58
8169,4.31,3497.0,90,11.53,109.76,4089,0,Air Leakage,1.06
8170,4.35,3497.12,100,10.84,110.75,4090,0,Air Leakage,0.96
8171,4.58,3497.16,90,11.41,105.93,4090,0,Air Leakage,1.07
8172,4.44,3497.36,80,11.74,105.55,4090,0,Air Leakage,1.11
8173,4.42,3497.39,70,11.32,103.21,4090,0,Air Leakage,0.94
8174,5.29,3497.53,60,10.45,95.67,4090,0,Valve Sticking,2.89
8175,4.45,3497.53,50,11.7,103.95,4090,0,Air Leakage,1.13
8176,4.79,3497.69,40,11.67,105.46,4090,0,Air Leakage,1.16
8177,5.2,3497.74,30,9.8,97.23,4090,0,Valve Sticking,3.12
8178,5.25,3497.8,20,9.66,95.43,4090,0,Valve Sticking,3.38
8179,5.47,3498.64,10,9.58,107.41,4090,0,Seal Wear,1.95
8180,4.51,3498.7,0,11.31,103.76,4090,0,Air Leakage,1.12
8181,5.16,3498.87,10,9.92,94.24,4091,0,Valve Sticking,3.75
8182,5.56,3500.12,20,10.49,112.15,4092,0,Seal Wear,1.81
8183,5.21,3500.19,30,9.71,92.56,4093,0,Valve Sticking,3.46
8184,4.84,3500.31,40,9.54,103.18,4094,0,Valve Sticking,3.43
8185,5.6,3501.24,50,10.43,110.05,4095,0,Seal Wear,1.87
8186,4.48,3501.28,60,11.85,105.62,4096,0,Air Leakage,1.14
8187,4.66,3501.31,70,11.51,105.97,4097,0,Air Leakage,1.13
8188,5.26,3501.39,80,10.41,95.29,4098,0,Valve Sticking,3.2
8189,5.2,3501.47,90,9.69,91.78,4099,0,Valve Sticking,2.83
8190,4.94,3501.5,100,10.23,87.53,4100,0,Valve Sticking,3.77
8191,4.91,3501.66,90,10.34,90.35,4100,0,Valve Sticking,3.39
8192,5.33,3503.25,80,10.26,108.86,4100,0,Seal Wear,1.7
8193,4.62,3503.42,70,11.56,103.78,4100,0,Air Leakage,1.04
8194,5.08,3503.46,60,10.07,97.16,4100,0,Valve Sticking,2.58
8195,5.59,3503.52,50,10.45,103.52,4100,0,Valve Sticking,3.99
8196,5.62,3504.41,40,9.94,107.36,4100,0,Seal Wear,1.78
8197,5.27,3504.59,30,10.04,90.31,4100,0,Valve Sticking,3.87
8198,5.26,3504.59,20,9.75,88.9,4100,0,Valve Sticking,3.99
8199,4.74,3504.62,10,10.64,109.07,4100,0,Air Leakage,0.85
8200,4.79,3504.74,0,11.83,105.37,4100,0,Air Leakage,0.91
8201,4.41,3504.9,10,11.83,103.9,4101,0,Air Leakage,0.95
8202,5.29,3506.43,20,10.0,116.43,4102,0,Seal Wear,1.9
8203,5.67,3507.09,30,10.08,116.96,4103,0,Seal Wear,1.76
8204,5.18,3507.27,40,10.48,91.99,4104,0,Valve Sticking,3.75
8205,5.38,3508.15,50,10.06,110.3,4105,0,Seal Wear,1.63
8206,4.46,3508.24,60,11.19,111.22,4106,0,Air Leakage,0.84
8207,5.33,3509.3,70,9.94,116.42,4107,0,Seal Wear,2.21
8208,4.91,3509.49,80,10.36,93.45,4108,0,Valve Sticking,3.54
8209,5.3,3510.79,90,9.78,113.11,4109,0,Seal Wear,1.7
8210,5.77,3511.84,100,10.44,108.69,4110,0,Seal Wear,2.41
8211,4.65,3511.97,90,11.04,101.86,4110,0,Air Leakage,0.99
8212,4.55,3511.97,80,11.04,104.04,4110,0,Air Leakage,0.88
8213,5.71,3513.58,70,9.96,112.74,4110,0,Seal Wear,1.56
8214,5.54,3514.73,60,10.38,116.11,4110,0,Seal Wear,1.99
8215,5.45,3515.56,50,9.69,111.21,4110,0,Seal Wear,2.04
8216,5.31,3515.71,40,10.05,102.8,4110,0,Valve Sticking,3.28
8217,5.59,3516.72,30,9.62,112.4,4110,0,Seal Wear,2.02
8218,5.26,3517.41,20,9.78,108.69,4110,0,Seal Wear,2.31
8219,5.38,3518.19,10,10.09,115.04,4110,0,Seal Wear,1.85
8220,5.04,3518.24,0,9.67,87.21,4110,0,Valve Sticking,2.77
8221,5.39,3519.59,10,10.13,107.55,4111,0,Seal Wear,2.35
8222,5.33,3520.18,20,9.79,119.5,4112,0,Seal Wear,1.9
8223,5.01,3520.3,30,10.29,89.16,4113,0,Valve Sticking,3.54
8224,5.46,3520.49,40,10.28,100.45,4114,0,Valve Sticking,3.93
8225,5.21,3521.18,50,10.02,115.81,4115,0,Seal Wear,2.41
8226,4.85,3521.36,60,11.59,102.22,4116,0,Air Leakage,0.87
8227,5.25,3521.92,70,9.91,107.99,4117,0,Seal Wear,1.65
8228,5.47,3522.98,80,10.31,111.55,4118,0,Seal Wear,1.73
8229,4.74,3523.14,90,11.05,99.95,4119,0,Air Leakage,1.02
8230,5.17,3523.32,100,9.73,90.53,4120,0,Valve Sticking,3.94
8231,4.7,3523.46,90,11.48,110.39,4120,0,Air Leakage,1.07
8232,5.58,3523.59,80,10.3,95.99,4120,0,Valve Sticking,3.06
8233,4.99,3523.76,70,11.04,113.04,4120,0,Air Leakage,0.84
8234,5.4,3525.23,60,10.1,114.91,4120,0,Seal Wear,2.44
8235,5.15,3525.41,50,11.25,113.42,4120,0,Air Leakage,1.18
8236,5.46,3526.5,40,10.44,108.66,4120,0,Seal Wear,2.06
8237,5.77,3527.3,30,9.81,108.54,4120,0,Seal Wear,2.21
